Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Self Control,Addiction Level,CurrentActivity,ConnectionType,Average Video Length,Engagement Rate,Time Spent Per Session
37,Other,United States,89785,True,True,Artist,Rural,TikTok,168,5,12,9630,4,14,9,11,Evening,6,4,8,2,At work,Mobile Data,1.5555555555555556,1070.0,33.6
25,Male,Indonesia,54518,True,False,Waiting staff,Rural,Facebook,112,9,16,872,2,19,37,15,Night,3,7,5,5,At school,Mobile Data,0.5135135135135135,23.56756756756757,12.444444444444445
24,Female,Vietnam,73909,True,True,Driver,Rural,YouTube,290,16,15,1141,5,21,1,64,Evening,6,4,8,2,At work,Wi-Fi,21.0,1141.0,18.125
20,Male,Japan,38351,False,False,Students,Rural,TikTok,52,14,10,665,3,21,42,98,Morning,8,2,10,0,At home,Wi-Fi,0.5,15.833333333333334,3.7142857142857144
34,Female,Pakistan,89624,True,True,Engineer,Rural,YouTube,93,8,4,8400,9,17,49,13,Afternoon,5,5,7,3,At work,Mobile Data,0.3469387755102041,171.42857142857142,11.625
50,Male,Japan,73330,True,False,Manager,Rural,YouTube,200,19,27,951,6,14,4,7,Morning,8,2,10,0,At home,Mobile Data,3.5,237.75,10.526315789473685
29,Female,Pakistan,35282,False,True,Driver,Rural,Instagram,60,14,23,9249,1,8,15,6,Night,3,7,5,5,At school,Wi-Fi,0.5333333333333333,616.6,4.285714285714286
39,Female,Mexico,41778,False,False,Manager,Rural,Facebook,219,7,29,4722,3,21,27,56,Night,3,7,5,5,At work,Mobile Data,0.7777777777777778,174.88888888888889,31.285714285714285
39,Other,Pakistan,44264,False,True,Students,Urban,Facebook,135,5,9,4008,4,21,8,64,Night,3,7,5,5,At home,Mobile Data,2.625,501.0,27.0
63,Female,Japan,79675,True,False,Waiting staff,Rural,Instagram,78,18,21,6655,9,9,23,50,Evening,6,4,8,2,At school,Mobile Data,0.391304347826087,289.3478260869565,4.333333333333333
47,Male,Philippines,25075,False,True,Engineer,Rural,Instagram,274,2,20,6190,6,8,15,30,Night,3,7,5,5,At home,Mobile Data,0.5333333333333333,412.6666666666667,137.0
55,Female,Pakistan,95948,True,False,Teacher,Rural,YouTube,267,11,9,771,4,13,27,22,Night,3,7,5,5,At work,Mobile Data,0.48148148148148145,28.555555555555557,24.272727272727273
55,Other,Mexico,68454,True,True,Driver,Rural,TikTok,197,8,21,4030,1,17,31,25,Afternoon,5,5,7,3,At school,Wi-Fi,0.5483870967741935,130.0,24.625
62,Male,Mexico,48365,False,False,Students,Rural,Facebook,239,1,25,7859,8,19,39,28,Night,3,7,5,5,At work,Mobile Data,0.48717948717948717,201.51282051282053,239.0
25,Other,India,92766,True,True,Waiting staff,Rural,TikTok,198,12,24,521,2,28,47,84,Afternoon,5,5,7,3,At work,Wi-Fi,0.5957446808510638,11.085106382978724,16.5
44,Male,Pakistan,68200,True,True,Driver,Urban,TikTok,19,2,20,3355,8,7,8,39,Afternoon,5,5,7,3,At school,Mobile Data,0.875,419.375,9.5
44,Female,Germany,31002,False,True,Students,Rural,Instagram,123,18,11,1400,6,17,30,67,Morning,8,2,10,0,At school,Mobile Data,0.5666666666666667,46.666666666666664,6.833333333333333
51,Male,United States,33947,False,True,Engineer,Rural,TikTok,85,7,11,3723,8,1,42,5,Afternoon,5,5,7,3,At home,Mobile Data,0.023809523809523808,88.64285714285714,12.142857142857142
38,Male,United States,99222,True,False,Artist,Urban,YouTube,173,17,7,6579,6,5,18,65,Evening,6,4,8,2,Commuting,Mobile Data,0.2777777777777778,365.5,10.176470588235293
47,Other,India,98610,True,True,Driver,Urban,Instagram,94,14,21,3247,5,25,4,15,Evening,6,4,8,2,Commuting,Mobile Data,6.25,811.75,6.714285714285714
50,Male,Mexico,72142,True,False,Manager,Urban,TikTok,58,7,10,1858,5,6,47,90,Afternoon,5,5,7,3,At school,Wi-Fi,0.1276595744680851,39.53191489361702,8.285714285714286
45,Female,India,76307,True,True,Manager,Urban,Instagram,186,3,4,4781,8,26,43,67,Night,3,7,5,5,At work,Mobile Data,0.6046511627906976,111.18604651162791,62.0
64,Male,United States,24493,False,False,Students,Rural,YouTube,227,6,5,4064,7,2,22,40,Night,3,7,5,5,At school,Mobile Data,0.09090909090909091,184.72727272727272,37.833333333333336
50,Male,Vietnam,70085,True,True,Manager,Rural,YouTube,198,2,5,2398,8,27,3,98,Afternoon,5,5,7,3,Commuting,Mobile Data,9.0,799.3333333333334,99.0
22,Male,Barzil,54228,True,False,Students,Rural,TikTok,239,17,11,142,8,25,15,69,Night,3,7,5,5,At home,Mobile Data,1.6666666666666667,9.466666666666667,14.058823529411764
36,Other,Pakistan,99676,True,True,Students,Rural,Instagram,264,12,9,5062,7,16,35,95,Afternoon,5,5,7,3,At work,Mobile Data,0.45714285714285713,144.62857142857143,22.0
21,Other,Japan,71875,True,False,Driver,Rural,TikTok,245,12,28,3469,2,22,47,77,Afternoon,5,5,7,3,At school,Wi-Fi,0.46808510638297873,73.80851063829788,20.416666666666668
52,Male,India,51655,True,True,Waiting staff,Rural,TikTok,35,17,16,3695,9,5,38,43,Afternoon,5,5,7,3,At work,Mobile Data,0.13157894736842105,97.23684210526316,2.0588235294117645
34,Other,India,63472,True,False,Students,Rural,Instagram,81,10,9,717,7,5,33,1,Afternoon,5,5,7,3,At work,Mobile Data,0.15151515151515152,21.727272727272727,8.1
61,Female,United States,69437,True,True,Waiting staff,Rural,TikTok,270,3,22,642,6,12,14,22,Evening,6,4,8,2,At school,Mobile Data,0.8571428571428571,45.857142857142854,90.0
45,Female,Pakistan,69416,True,False,Driver,Rural,YouTube,263,18,4,2548,9,3,48,62,Night,3,7,5,5,At work,Mobile Data,0.0625,53.083333333333336,14.61111111111111
47,Female,India,79711,True,True,Teacher,Rural,Instagram,280,13,2,8561,1,16,1,79,Afternoon,5,5,7,3,Commuting,Mobile Data,16.0,8561.0,21.53846153846154
46,Male,Barzil,26816,False,False,Students,Urban,Instagram,132,12,14,3650,2,6,49,26,Night,3,7,5,5,At school,Mobile Data,0.12244897959183673,74.48979591836735,11.0
63,Male,India,97175,True,True,Labor/Worker,Rural,Instagram,153,17,3,7549,1,15,26,18,Evening,6,4,8,2,At home,Mobile Data,0.5769230769230769,290.34615384615387,9.0
23,Female,United States,84307,True,False,Students,Rural,Instagram,266,4,18,8978,3,15,8,48,Night,3,7,5,5,At home,Wi-Fi,1.875,1122.25,66.5
52,Male,India,66733,True,True,Labor/Worker,Rural,TikTok,153,10,21,949,5,29,16,9,Evening,6,4,8,2,At school,Mobile Data,1.8125,59.3125,15.3
58,Male,India,31240,False,True,Engineer,Rural,TikTok,268,11,6,5444,1,16,38,1,Morning,8,2,10,0,At school,Mobile Data,0.42105263157894735,143.26315789473685,24.363636363636363
54,Other,Vietnam,91363,True,True,Students,Urban,YouTube,56,6,11,521,4,20,10,9,Morning,8,2,10,0,At school,Mobile Data,2.0,52.1,9.333333333333334
41,Female,India,52762,True,True,Cashier,Urban,Facebook,22,6,21,6632,8,13,42,23,Morning,8,2,10,0,Commuting,Mobile Data,0.30952380952380953,157.9047619047619,3.6666666666666665
46,Male,India,28259,False,False,Driver,Urban,Facebook,217,9,18,6048,6,12,37,45,Evening,6,4,8,2,At school,Wi-Fi,0.32432432432432434,163.45945945945945,24.11111111111111
63,Female,Barzil,70139,True,True,Labor/Worker,Rural,YouTube,244,15,12,354,1,10,26,2,Evening,6,4,8,2,At school,Mobile Data,0.38461538461538464,13.615384615384615,16.266666666666666
48,Female,United States,34849,False,False,Engineer,Rural,Facebook,158,2,5,1482,1,14,28,14,Night,3,7,5,5,At home,Wi-Fi,0.5,52.92857142857143,79.0
52,Male,India,74869,True,True,Students,Rural,YouTube,164,4,9,9839,3,2,12,38,Evening,6,4,8,2,At school,Wi-Fi,0.16666666666666666,819.9166666666666,41.0
50,Other,Indonesia,83095,True,False,Waiting staff,Urban,TikTok,175,5,20,6994,8,29,20,40,Evening,6,4,8,2,At school,Mobile Data,1.45,349.7,35.0
38,Female,United States,90910,True,True,Engineer,Rural,Instagram,99,17,28,2215,8,3,49,63,Morning,8,2,10,0,At work,Wi-Fi,0.061224489795918366,45.204081632653065,5.823529411764706
49,Male,India,43567,False,False,Labor/Worker,Rural,Instagram,195,8,26,4716,3,9,14,82,Night,3,7,5,5,At school,Mobile Data,0.6428571428571429,336.85714285714283,24.375
40,Male,Vietnam,55292,True,True,Driver,Rural,TikTok,183,8,18,8619,7,11,46,16,Morning,8,2,10,0,At home,Wi-Fi,0.2391304347826087,187.3695652173913,22.875
50,Male,Barzil,94813,True,False,Students,Rural,Instagram,226,12,19,5821,3,11,35,93,Evening,6,4,8,2,At home,Wi-Fi,0.3142857142857143,166.31428571428572,18.833333333333332
20,Other,Germany,71631,True,True,Manager,Rural,Instagram,273,8,3,2537,4,25,29,75,Afternoon,5,5,7,3,At work,Mobile Data,0.8620689655172413,87.48275862068965,34.125
35,Female,Pakistan,29885,False,False,Waiting staff,Rural,Facebook,106,19,9,6339,9,22,12,6,Night,3,7,5,5,At work,Mobile Data,1.8333333333333333,528.25,5.578947368421052
42,Female,Japan,79659,True,True,Teacher,Rural,TikTok,126,3,4,8736,4,10,18,3,Night,3,7,5,5,At school,Wi-Fi,0.5555555555555556,485.3333333333333,42.0
59,Male,Philippines,74306,True,False,Labor/Worker,Rural,Facebook,208,18,17,4919,3,26,44,14,Night,3,7,5,5,At home,Mobile Data,0.5909090909090909,111.79545454545455,11.555555555555555
48,Female,Philippines,86314,True,True,Labor/Worker,Rural,Facebook,30,19,17,7075,5,14,2,66,Evening,6,4,8,2,At home,Mobile Data,7.0,3537.5,1.5789473684210527
20,Other,Japan,85087,True,False,Waiting staff,Rural,Instagram,209,19,23,3765,7,9,2,96,Morning,8,2,10,0,At home,Mobile Data,4.5,1882.5,11.0
57,Male,Japan,49165,False,True,Labor/Worker,Rural,Instagram,257,15,23,8850,5,20,17,95,Night,3,7,5,5,At home,Mobile Data,1.1764705882352942,520.5882352941177,17.133333333333333
63,Male,India,78929,True,False,Waiting staff,Rural,TikTok,285,6,2,7082,4,27,10,75,Evening,6,4,8,2,At school,Wi-Fi,2.7,708.2,47.5
41,Male,India,87028,True,True,Students,Rural,Instagram,273,16,9,2827,8,21,18,86,Evening,6,4,8,2,At home,Mobile Data,1.1666666666666667,157.05555555555554,17.0625
49,Other,Barzil,69812,True,True,Students,Rural,Instagram,67,8,9,2058,4,10,22,67,Afternoon,5,5,7,3,At work,Mobile Data,0.45454545454545453,93.54545454545455,8.375
64,Male,United States,70500,True,True,Cashier,Rural,TikTok,40,16,5,7749,2,22,19,31,Evening,6,4,8,2,At home,Mobile Data,1.1578947368421053,407.8421052631579,2.5
39,Female,India,99151,True,True,Teacher,Urban,Instagram,258,18,15,730,6,29,1,33,Morning,8,2,10,0,At school,Mobile Data,29.0,730.0,14.333333333333334
40,Female,India,78643,True,False,Engineer,Urban,Facebook,102,16,15,1832,2,9,24,88,Evening,6,4,8,2,At work,Wi-Fi,0.375,76.33333333333333,6.375
19,Male,Pakistan,64900,True,True,Cashier,Urban,TikTok,274,11,3,8600,3,29,36,1,Afternoon,5,5,7,3,At work,Mobile Data,0.8055555555555556,238.88888888888889,24.90909090909091
44,Male,Indonesia,62946,True,False,Students,Urban,Instagram,280,7,19,6505,1,5,25,44,Night,3,7,5,5,At home,Mobile Data,0.2,260.2,40.0
59,Male,Philippines,27851,False,True,Students,Rural,YouTube,103,17,28,7170,5,8,36,15,Night,3,7,5,5,At school,Mobile Data,0.2222222222222222,199.16666666666666,6.0588235294117645
19,Female,Barzil,36288,False,False,Students,Urban,TikTok,163,17,3,4179,9,11,31,37,Night,3,7,5,5,Commuting,Mobile Data,0.3548387096774194,134.80645161290323,9.588235294117647
43,Male,Japan,92692,True,True,Labor/Worker,Rural,TikTok,294,12,6,6299,2,1,31,27,Evening,6,4,8,2,At work,Wi-Fi,0.03225806451612903,203.19354838709677,24.5
34,Male,India,87580,True,False,Driver,Rural,YouTube,89,13,4,7830,7,21,2,48,Evening,6,4,8,2,At home,Mobile Data,10.5,3915.0,6.846153846153846
57,Female,Germany,27368,False,True,Labor/Worker,Rural,Instagram,93,10,24,4802,5,10,19,27,Afternoon,5,5,7,3,At home,Wi-Fi,0.5263157894736842,252.73684210526315,9.3
50,Male,Barzil,66403,True,False,Students,Urban,Instagram,46,7,13,6057,2,1,12,12,Evening,6,4,8,2,Commuting,Mobile Data,0.08333333333333333,504.75,6.571428571428571
26,Female,Mexico,29168,False,True,Waiting staff,Urban,TikTok,241,14,27,6615,8,26,10,67,Morning,8,2,10,0,At home,Mobile Data,2.6,661.5,17.214285714285715
60,Other,Vietnam,69879,True,False,Teacher,Urban,TikTok,102,1,13,6762,6,22,31,30,Night,3,7,5,5,At school,Wi-Fi,0.7096774193548387,218.1290322580645,102.0
56,Female,India,79871,True,True,Waiting staff,Rural,Instagram,111,17,27,5543,4,7,45,96,Morning,8,2,10,0,At work,Wi-Fi,0.15555555555555556,123.17777777777778,6.529411764705882
46,Other,United States,52174,True,False,Labor/Worker,Rural,Instagram,175,4,11,8325,4,28,22,87,Afternoon,5,5,7,3,At school,Mobile Data,1.2727272727272727,378.40909090909093,43.75
59,Female,Pakistan,26581,False,True,Students,Urban,Facebook,168,5,5,4883,2,14,23,66,Night,3,7,5,5,At school,Wi-Fi,0.6086956521739131,212.30434782608697,33.6
43,Female,Indonesia,91853,True,False,Driver,Rural,TikTok,23,7,1,7050,3,5,23,7,Morning,8,2,10,0,At school,Mobile Data,0.21739130434782608,306.5217391304348,3.2857142857142856
52,Other,Pakistan,84046,True,True,Waiting staff,Urban,TikTok,234,10,9,4959,7,17,15,34,Afternoon,5,5,7,3,At school,Mobile Data,1.1333333333333333,330.6,23.4
42,Male,Barzil,69678,True,False,Students,Rural,YouTube,82,17,17,666,3,22,26,32,Evening,6,4,8,2,At home,Wi-Fi,0.8461538461538461,25.615384615384617,4.823529411764706
41,Male,Philippines,46649,False,True,Labor/Worker,Urban,Facebook,258,7,22,276,5,26,3,39,Evening,6,4,8,2,At work,Wi-Fi,8.666666666666666,92.0,36.857142857142854
30,Male,United States,34567,False,True,Labor/Worker,Rural,Instagram,100,1,1,881,6,21,23,96,Evening,6,4,8,2,At work,Mobile Data,0.9130434782608695,38.30434782608695,100.0
24,Male,Mexico,81944,True,True,Students,Urban,Facebook,225,7,3,2060,6,6,20,43,Afternoon,5,5,7,3,At home,Mobile Data,0.3,103.0,32.142857142857146
53,Female,United States,98002,True,True,Students,Rural,Instagram,99,11,15,2082,4,16,45,43,Afternoon,5,5,7,3,At work,Mobile Data,0.35555555555555557,46.266666666666666,9.0
62,Male,India,48803,False,False,Students,Urban,Instagram,38,9,26,6702,6,11,40,78,Evening,6,4,8,2,At school,Mobile Data,0.275,167.55,4.222222222222222
37,Female,United States,38230,False,True,Driver,Rural,Facebook,229,12,21,9429,3,10,39,3,Night,3,7,5,5,At home,Mobile Data,0.2564102564102564,241.76923076923077,19.083333333333332
18,Male,India,37862,False,False,Students,Rural,TikTok,224,3,26,158,7,15,8,46,Night,3,7,5,5,At home,Wi-Fi,1.875,19.75,74.66666666666667
25,Male,Japan,63355,True,True,Manager,Urban,Instagram,230,4,23,5229,7,7,18,32,Night,3,7,5,5,At work,Mobile Data,0.3888888888888889,290.5,57.5
63,Male,Mexico,51259,True,False,Labor/Worker,Rural,Facebook,51,4,10,7956,4,23,41,43,Night,3,7,5,5,At school,Wi-Fi,0.5609756097560976,194.0487804878049,12.75
33,Male,India,50795,True,True,Labor/Worker,Rural,YouTube,144,13,8,7514,2,2,6,81,Evening,6,4,8,2,At work,Mobile Data,0.3333333333333333,1252.3333333333333,11.076923076923077
31,Female,Germany,28770,False,False,Labor/Worker,Urban,Facebook,51,19,12,7803,7,12,27,3,Evening,6,4,8,2,At home,Wi-Fi,0.4444444444444444,289.0,2.6842105263157894
29,Male,Indonesia,31093,False,True,Labor/Worker,Urban,YouTube,173,10,25,2526,3,19,36,74,Night,3,7,5,5,At home,Mobile Data,0.5277777777777778,70.16666666666667,17.3
40,Male,Japan,66571,True,False,Students,Rural,Instagram,292,5,22,8302,1,12,15,63,Evening,6,4,8,2,Commuting,Wi-Fi,0.8,553.4666666666667,58.4
32,Male,Barzil,20193,False,True,Manager,Rural,Facebook,67,7,15,7803,2,16,37,40,Night,3,7,5,5,At home,Mobile Data,0.43243243243243246,210.8918918918919,9.571428571428571
45,Other,United States,37569,False,False,Driver,Urban,Facebook,34,16,27,6574,9,6,5,18,Evening,6,4,8,2,At home,Wi-Fi,1.2,1314.8,2.125
51,Female,Philippines,31190,False,True,Waiting staff,Rural,YouTube,82,1,9,8733,8,3,39,67,Night,3,7,5,5,At home,Mobile Data,0.07692307692307693,223.92307692307693,82.0
19,Other,India,82824,True,False,Labor/Worker,Rural,Facebook,138,12,24,1138,6,2,9,62,Night,3,7,5,5,At home,Mobile Data,0.2222222222222222,126.44444444444444,11.5
49,Other,Vietnam,62752,True,True,Waiting staff,Rural,Facebook,96,2,25,7257,6,20,7,10,Morning,8,2,10,0,At home,Wi-Fi,2.857142857142857,1036.7142857142858,48.0
40,Male,India,52327,True,False,Labor/Worker,Rural,Instagram,162,7,10,3283,1,5,41,52,Morning,8,2,10,0,At home,Mobile Data,0.12195121951219512,80.07317073170732,23.142857142857142
39,Male,Vietnam,62070,True,True,Students,Rural,Facebook,191,11,20,7762,2,11,20,73,Afternoon,5,5,7,3,At home,Mobile Data,0.55,388.1,17.363636363636363
42,Female,United States,60197,True,False,Driver,Rural,TikTok,134,13,9,7896,4,26,10,46,Afternoon,5,5,7,3,At work,Mobile Data,2.6,789.6,10.307692307692308
39,Female,Vietnam,22261,False,True,Students,Urban,YouTube,76,2,15,2419,3,25,26,55,Afternoon,5,5,7,3,At school,Mobile Data,0.9615384615384616,93.03846153846153,38.0
39,Female,Germany,46512,False,True,Engineer,Rural,Facebook,15,7,23,1756,1,3,4,46,Afternoon,5,5,7,3,At home,Mobile Data,0.75,439.0,2.142857142857143
59,Male,United States,26716,False,True,Students,Urban,YouTube,134,15,21,2306,8,3,38,75,Evening,6,4,8,2,At home,Mobile Data,0.07894736842105263,60.68421052631579,8.933333333333334
23,Male,Mexico,48933,False,True,Engineer,Rural,YouTube,62,11,21,7630,7,22,24,60,Morning,8,2,10,0,At school,Mobile Data,0.9166666666666666,317.9166666666667,5.636363636363637
32,Female,Indonesia,24378,False,False,Driver,Rural,YouTube,75,2,1,6263,4,5,14,97,Evening,6,4,8,2,At home,Mobile Data,0.35714285714285715,447.35714285714283,37.5
60,Male,Mexico,60583,True,True,Cashier,Rural,Facebook,91,7,2,9167,9,22,41,26,Night,3,7,5,5,At work,Wi-Fi,0.5365853658536586,223.58536585365854,13.0
54,Male,India,49033,False,False,Driver,Rural,Facebook,96,4,26,5008,4,23,1,27,Evening,6,4,8,2,At work,Mobile Data,23.0,5008.0,24.0
50,Other,India,44000,False,True,Engineer,Urban,YouTube,11,11,19,5247,1,11,17,38,Night,3,7,5,5,At work,Mobile Data,0.6470588235294118,308.6470588235294,1.0
25,Male,Indonesia,95868,True,False,Waiting staff,Rural,TikTok,213,2,14,8914,1,3,45,22,Night,3,7,5,5,At home,Mobile Data,0.06666666666666667,198.0888888888889,106.5
61,Male,Vietnam,62604,True,True,Students,Urban,YouTube,159,16,8,2570,1,13,24,26,Morning,8,2,10,0,At home,Mobile Data,0.5416666666666666,107.08333333333333,9.9375
61,Male,Philippines,88336,True,False,Waiting staff,Rural,TikTok,112,7,6,5807,1,21,27,86,Afternoon,5,5,7,3,At work,Mobile Data,0.7777777777777778,215.07407407407408,16.0
22,Female,Pakistan,93869,True,True,Students,Urban,YouTube,33,13,12,7812,4,8,7,69,Evening,6,4,8,2,At home,Mobile Data,1.1428571428571428,1116.0,2.5384615384615383
56,Male,India,25410,False,False,Waiting staff,Rural,Instagram,221,5,26,324,1,20,9,35,Morning,8,2,10,0,At school,Mobile Data,2.2222222222222223,36.0,44.2
21,Female,Indonesia,76044,True,True,Manager,Rural,YouTube,74,17,27,7487,2,10,43,66,Night,3,7,5,5,Commuting,Mobile Data,0.23255813953488372,174.11627906976744,4.352941176470588
23,Female,Indonesia,83315,True,False,Students,Urban,YouTube,218,12,29,9721,4,2,35,99,Evening,6,4,8,2,At school,Mobile Data,0.05714285714285714,277.74285714285713,18.166666666666668
62,Male,India,91344,True,True,Teacher,Rural,Facebook,260,19,15,5645,7,4,12,73,Afternoon,5,5,7,3,Commuting,Mobile Data,0.3333333333333333,470.4166666666667,13.68421052631579
49,Male,Barzil,26796,False,False,Labor/Worker,Urban,TikTok,126,7,14,1945,2,18,21,51,Night,3,7,5,5,Commuting,Wi-Fi,0.8571428571428571,92.61904761904762,18.0
47,Male,Vietnam,74245,True,True,Students,Urban,Instagram,125,6,21,4486,8,19,3,18,Morning,8,2,10,0,At school,Wi-Fi,6.333333333333333,1495.3333333333333,20.833333333333332
64,Male,India,63056,True,False,Students,Urban,TikTok,246,8,29,2430,7,4,15,43,Evening,6,4,8,2,At school,Mobile Data,0.26666666666666666,162.0,30.75
52,Male,Indonesia,37709,False,True,Engineer,Rural,Instagram,114,13,1,3510,9,20,21,12,Morning,8,2,10,0,Commuting,Wi-Fi,0.9523809523809523,167.14285714285714,8.76923076923077
57,Male,India,78557,True,False,Waiting staff,Rural,YouTube,268,5,28,845,6,26,10,3,Night,3,7,5,5,At home,Mobile Data,2.6,84.5,53.6
33,Male,India,37543,False,True,Waiting staff,Rural,Facebook,55,2,11,567,4,9,33,82,Evening,6,4,8,2,At work,Mobile Data,0.2727272727272727,17.181818181818183,27.5
30,Male,India,57418,True,True,Waiting staff,Rural,Facebook,225,9,28,2179,6,16,46,7,Evening,6,4,8,2,At work,Mobile Data,0.34782608695652173,47.369565217391305,25.0
59,Female,Barzil,36724,False,True,Artist,Urban,TikTok,33,11,25,2019,4,26,6,97,Night,3,7,5,5,At school,Mobile Data,4.333333333333333,336.5,3.0
47,Male,United States,23828,False,True,Waiting staff,Rural,Facebook,44,6,3,3319,7,6,2,6,Evening,6,4,8,2,At home,Wi-Fi,3.0,1659.5,7.333333333333333
36,Male,Mexico,37087,False,False,Engineer,Rural,TikTok,33,7,19,2320,9,25,29,82,Evening,6,4,8,2,Commuting,Wi-Fi,0.8620689655172413,80.0,4.714285714285714
34,Male,Indonesia,32605,False,True,Teacher,Urban,TikTok,37,7,18,1646,3,4,40,45,Evening,6,4,8,2,At work,Wi-Fi,0.1,41.15,5.285714285714286
36,Female,Vietnam,51337,True,False,Artist,Rural,Instagram,25,19,20,3909,3,9,33,86,Evening,6,4,8,2,At work,Mobile Data,0.2727272727272727,118.45454545454545,1.3157894736842106
45,Male,Pakistan,25482,False,True,Labor/Worker,Rural,TikTok,68,6,28,8015,2,27,4,39,Night,3,7,5,5,At home,Wi-Fi,6.75,2003.75,11.333333333333334
43,Female,United States,85333,True,False,Students,Rural,Instagram,252,11,2,3420,1,13,4,51,Evening,6,4,8,2,At home,Mobile Data,3.25,855.0,22.90909090909091
54,Female,United States,70952,True,True,Waiting staff,Urban,Facebook,216,11,29,356,1,9,29,9,Afternoon,5,5,7,3,At work,Wi-Fi,0.3103448275862069,12.275862068965518,19.636363636363637
43,Male,Philippines,25463,False,False,Students,Rural,TikTok,280,7,25,7485,3,6,37,99,Night,3,7,5,5,At work,Wi-Fi,0.16216216216216217,202.2972972972973,40.0
40,Other,Philippines,90448,True,True,Engineer,Rural,TikTok,258,2,28,3081,7,21,20,23,Evening,6,4,8,2,At home,Wi-Fi,1.05,154.05,129.0
26,Other,Japan,24648,False,False,Students,Rural,YouTube,276,19,26,2280,9,19,41,12,Morning,8,2,10,0,At home,Wi-Fi,0.4634146341463415,55.609756097560975,14.526315789473685
29,Female,Barzil,53623,True,True,Labor/Worker,Urban,TikTok,202,4,7,4131,2,14,23,88,Night,3,7,5,5,At school,Mobile Data,0.6086956521739131,179.6086956521739,50.5
18,Female,Pakistan,79156,True,False,Students,Urban,TikTok,227,6,8,5123,7,21,45,62,Afternoon,6,4,8,2,At school,Wi-Fi,0.4666666666666667,113.84444444444445,37.833333333333336
18,Male,Japan,55634,True,True,Students,Rural,YouTube,124,17,19,7422,1,15,18,73,Evening,7,3,9,1,At work,Mobile Data,0.8333333333333334,412.3333333333333,7.294117647058823
64,Male,Barzil,64602,True,False,Cashier,Rural,YouTube,77,5,22,2787,2,3,49,77,Night,2,8,4,6,At school,Wi-Fi,0.061224489795918366,56.87755102040816,15.4
51,Female,Vietnam,69334,True,True,Cashier,Urban,Facebook,84,7,15,4209,6,5,25,40,Night,2,8,4,6,At work,Mobile Data,0.2,168.36,12.0
49,Male,India,88648,True,False,Labor/Worker,Rural,TikTok,112,9,10,6540,5,21,1,54,Evening,7,3,9,1,At school,Mobile Data,21.0,6540.0,12.444444444444445
42,Male,Vietnam,42054,False,True,Driver,Rural,Facebook,187,1,22,9389,8,18,15,81,Morning,9,1,10,0,At work,Mobile Data,1.2,625.9333333333333,187.0
57,Male,Mexico,90028,True,False,Manager,Rural,Facebook,224,1,29,9470,2,14,34,7,Evening,7,3,9,1,At school,Mobile Data,0.4117647058823529,278.52941176470586,224.0
62,Male,United States,42207,False,True,Students,Rural,YouTube,48,19,1,465,1,16,48,17,Evening,7,3,9,1,At school,Mobile Data,0.3333333333333333,9.6875,2.526315789473684
18,Male,India,41386,False,True,Waiting staff,Rural,Instagram,268,6,6,1487,7,14,20,50,Night,2,8,4,6,At work,Mobile Data,0.7,74.35,44.666666666666664
33,Female,Philippines,79518,True,True,Labor/Worker,Rural,Facebook,213,18,13,4942,6,9,37,24,Morning,9,1,10,0,At home,Wi-Fi,0.24324324324324326,133.56756756756758,11.833333333333334
56,Male,Barzil,72781,True,True,Engineer,Rural,Instagram,16,10,14,4597,8,15,27,2,Evening,7,3,9,1,Commuting,Mobile Data,0.5555555555555556,170.25925925925927,1.6
22,Male,Vietnam,72780,True,False,Labor/Worker,Urban,TikTok,58,11,3,4536,8,7,22,99,Night,2,8,4,6,At school,Mobile Data,0.3181818181818182,206.1818181818182,5.2727272727272725
39,Female,India,81440,True,True,Driver,Urban,YouTube,35,1,11,325,2,14,5,92,Evening,7,3,9,1,At home,Mobile Data,2.8,65.0,35.0
46,Other,Mexico,64199,True,False,Driver,Urban,TikTok,170,1,3,9957,8,6,34,83,Afternoon,6,4,8,2,At school,Mobile Data,0.17647058823529413,292.8529411764706,170.0
20,Male,Indonesia,81035,True,True,Waiting staff,Rural,TikTok,185,13,19,4162,6,21,39,33,Evening,7,3,9,1,At work,Mobile Data,0.5384615384615384,106.71794871794872,14.23076923076923
29,Male,United States,28210,False,False,Driver,Urban,YouTube,88,5,10,303,9,15,3,21,Evening,7,3,9,1,At work,Wi-Fi,5.0,101.0,17.6
43,Male,United States,64363,True,True,Manager,Rural,TikTok,11,1,27,5067,7,20,17,74,Evening,7,3,9,1,At home,Wi-Fi,1.1764705882352942,298.05882352941177,11.0
33,Male,Mexico,98279,True,False,Driver,Rural,YouTube,141,3,15,5024,2,8,24,53,Night,2,8,4,6,At home,Mobile Data,0.3333333333333333,209.33333333333334,47.0
54,Other,Mexico,80348,True,True,Labor/Worker,Rural,Instagram,285,18,11,7715,8,2,24,46,Afternoon,6,4,8,2,Commuting,Mobile Data,0.08333333333333333,321.4583333333333,15.833333333333334
39,Other,Vietnam,75284,True,False,Labor/Worker,Urban,TikTok,126,9,15,9632,9,8,3,45,Evening,7,3,9,1,At school,Mobile Data,2.6666666666666665,3210.6666666666665,14.0
